-500 317452033
-500 316046623
-500 314527583
-500 312503764
-500 311617774
-500 308044437
-500 303057840
-500 300885086
-500 299998337
-500 297941212
-500 295653433
-500 294135811
-500 292255707
-500 285198503
-500 283258002
-500 283242301
-500 279495535
-500 275094946
-500 267997906
-500 266174919
-500 264681698
-500 262447720
-500 256715466
-500 255005072
-500 254443356
-500 253914734
-500 252443973
-500 252047594
-500 250738018
-500 248844393
-500 247661045
-500 246148096
-500 242704093
-500 241108697
-500 240205972
-500 237451700
-500 236595236
-500 233962283
-500 232043136
-500 228197950
-500 227341787
-500 226662737
-500 226655447
-500 226435253
-500 223424465
-500 221546593
-500 220282432
-500 216448556
-500 215168828
-500 214048355
-500 213436880
-500 212647334
-500 210836009
-500 209685742
-500 208116154
-500 206553875
-500 204526360
-500 202421308
-500 201744865
-500 201592522
-500 201227684
-500 200471953
-500 199828816
-500 199787765
-500 190627198
-500 190173096
-500 186992764
-500 186522937
-500 184933138
-500 184282095
-500 183532879
-500 180603368
-500 179915176
-500 178915123
-500 177938922
-500 173623993
-500 173182561
-500 171708763
-500 169265719
-500 167051889
-500 162595794
-500 162525017
-500 161933714
-500 161823125
-500 160475938
-500 158535840
-500 154151452
-500 152971720
-500 152482406
-500 151244004
-500 150726522
-500 150596417
-500 144176830
-500 144162477
-500 143107206
-500 137805208
-500 137266919
-500 136221838
-500 134483775
-500 130584643
-500 127691315
-500 125953262
-500 122834575
-500 121912971
-500 121823975
-500 120727096
-500 119002019
-500 117832521
-500 117508346
-500 115106493
-500 115031750
-500 114142830
-500 112913329
-500 112284595
-500 111137038
-500 109771174
-500 106836317
-500 105807676
-500 105168681
-500 102876971
-500 98766169
-500 98288968
-500 97782928
-500 93323489
-500 92806318
-500 92344156
-500 85012151
-500 82943998
-500 82303833
-500 75637486
-500 72717120
-500 72454431
-500 67583480
-500 67444231
-500 65903182
-500 62644625
-500 57845528
-500 54937238
-500 52664183
-500 51774849
-500 51152657
-500 46618821
-500 45807324
-500 45294823
-500 42554370
-500 42174616
-500 41148098
-500 37483965
-500 36876493
-500 34044311
-500 31885402
-500 31784861
-500 31281051
-500 30818404
-500 30818213
-500 29748381
-500 29362873
-500 29321466
-500 28194101
-500 27574470
-500 26849331
-500 26638962
-500 25552154
-500 24826195
-500 24392464
-500 24260195
-500 24234883
-500 23827397
-500 23162247
-500 22331056
-500 22208321
-500 22054822
-500 21952625
-500 20325252
-500 20306240
-500 19102258
-500 18496213
-500 17876227
-500 15503863
-500 15159353
-500 15147880
-500 15137701
-500 14712220
-500 14305266
-500 11672422
-500 11504221
-500 10993843
-500 10205960
-500 9588537
-500 9565779
-500 8128193
-500 6395487
-500 6181065
-500 3907148
-500 3724268
-500 3307256
-500 2696628
-500 2451168
-500 2387190
-500 1920224
-500 1816485
-500 1794356
-500 1413230
-500 1354967
-500 1207053
-500 608967
-500 531018
-499 319255267
-499 318594718
-499 315253353
-499 314833647
-499 314151782
-499 312901131
-499 309842111
-499 307794003
-499 307246413
-499 306591604
-499 303797758
-499 303555825
-499 302195662
-499 301964905
-499 299493238
-499 298933053
-499 297554652
-499 293327371
-499 293026364
-499 290927504
-499 286132104
-499 284213655
-499 279655815
-499 278876446
-499 277727181
-499 268374406
-499 266948350
-499 266903693
-499 266764934
-499 265495202
-499 265323362
-499 264403420
-499 263236920
-499 261048793
-499 260272333
-499 259714309
-499 256907396
-499 256065394
-499 256045163
-499 254905649
-499 253107853
-499 249644740
-499 249343400
-499 245268852
-499 245253548
-499 241718235
-499 239944670
-499 239507812
-499 237537638
-499 235804131
-499 235645394
-499 233243118
-499 232892355
-499 228127047
-499 228045603
-499 226212453
-499 226014507
-499 223726417
